Verkäufe,Fettgehalt,Visibilität,Typ,Max_Preis,Ladengrösse
2184,niedrig,0.041974489,Gefrorenes,108.6912,Supermarkt_Gr.1
2065,normal,0.048207431,Früchte&Gemüse,188.0556,Supermarkt_Gr.1
4698,niedrig,0.041065647,Alkohol,223.5088,Supermarkt_Gr.1
1847,normal,0.128709014,Cerealien,96.1068,Supermarkt_Gr.1
1666,niedrig,0.03596071,Snacks,186.3924,Supermarkt_Gr.1
591,niedrig,0.046520703,Gesundheitsartikel,97.7384,Supermarkt_Gr.1
143,niedrig,0.210596485,Andere,144.747,Lebensmittelladen
6202,niedrig,0.03674399,Haushaltsartikel,231.201,Supermarkt_Gr.1
972,niedrig,0.072238195,Früchte&Gemüse,47.5034,Supermarkt_Gr.1
3420,niedrig,0.034141213,Haushaltsartikel,211.9218,Supermarkt_Gr.3
679,niedrig,0.101500374,Backwaren,45.2744,Supermarkt_Gr.1
1105,niedrig,0.042246575,Milchprodukt,54.2982,Supermarkt_Gr.1
1778,normal,0.058105769,Snacks,60.4562,Supermarkt_Gr.1
2304,normal,0.170141787,Dosenware,116.7834,Supermarkt_Gr.1
1965,normal,0.049579883,Gefrorenes,110.0912,Supermarkt_Gr.1
1955,niedrig,0,Dosenware,178.2686,Supermarkt_Gr.1
407,niedrig,0.058725134,Snacks,43.6744,Supermarkt_Gr.1
1385,niedrig,0,Dosenware,105.628,Supermarkt_Gr.1
1504,niedrig,0.075695552,Milchprodukt,168.4158,Supermarkt_Gr.1
2571,niedrig,0.007321067,Fleisch,197.7426,Supermarkt_Gr.1
1245,niedrig,0.009463757,Backwaren,73.838,Supermarkt_Gr.1
3495,niedrig,0.021407511,Haushaltsartikel,248.175,Supermarkt_Gr.1
743,niedrig,0.145669556,Gefrorenes,247.2776,Lebensmittelladen
983,niedrig,0.041273236,Dosenware,82.4934,Supermarkt_Gr.2
1376,niedrig,0.128090139,Snacks,107.0622,Supermarkt_Gr.1
2053,niedrig,0.135707553,Früchte&Gemüse,172.5106,Supermarkt_Gr.1
3160,niedrig,0.027774002,Backwaren,152.3708,Supermarkt_Gr.1
192,normal,0.07278643,Gefrorenes,49.4376,Lebensmittelladen
1543,niedrig,0.029640604,Früchte&Gemüse,40.8138,Supermarkt_Gr.3
1030,niedrig,0.187939003,Dosenware,146.9418,Supermarkt_Gr.1
1800,niedrig,0.14492016,Gesundheitsartikel,224.4404,Supermarkt_Gr.1
399,normal,0.125419157,Frühstücksartikel,40.048,Supermarkt_Gr.1
2916,normal,0.049121972,Früchte&Gemüse,144.6102,Supermarkt_Gr.1
3719,niedrig,0,Milchprodukt,175.3028,Supermarkt_Gr.3
5273,normal,0.074149074,Snacks,262.2568,Supermarkt_Gr.1
3354,niedrig,0.04604992,Gesundheitsartikel,151.9682,Supermarkt_Gr.1
3428,niedrig,0.035384612,Snacks,180.3318,Supermarkt_Gr.1
7151,niedrig,0.038340116,Snacks,240.1564,Supermarkt_Gr.3
161,niedrig,0,Backwaren,81.8618,Lebensmittelladen
4603,niedrig,0.049080853,Früchte&Gemüse,147.7734,Supermarkt_Gr.3
3695,niedrig,0.076183667,Haushaltsartikel,245.646,Supermarkt_Gr.3
378,niedrig,0.028711412,Früchte&Gemüse,39.9454,Supermarkt_Gr.2
1787,normal,0,Fleisch,81.6276,Supermarkt_Gr.1
3140,niedrig,0.12517151,Früchte&Gemüse,88.9198,Supermarkt_Gr.3
2285,niedrig,0.037826873,Getränke,189.7188,Supermarkt_Gr.1
4661,normal,0.101747034,Dosenware,231.33,Supermarkt_Gr.1
679,niedrig,0,Snacks,47.2744,Supermarkt_Gr.1
3774,normal,0.075142108,Brote,145.8444,Supermarkt_Gr.3
1050,normal,0.061424738,Getränke,56.7614,Supermarkt_Gr.2
1864,niedrig,0.040597054,Früchte&Gemüse,187.324,Supermarkt_Gr.1
308,niedrig,0.041556697,Backwaren,104.4332,Lebensmittelladen
527,normal,0.126791761,Backwaren,262.1568,Lebensmittelladen
2407,normal,0.117484834,Snacks,158.5578,Supermarkt_Gr.1
124,normal,0.106097275,Früchte&Gemüse,43.2796,Supermarkt_Gr.2
1826,normal,0.129395895,Snacks,140.3838,Supermarkt_Gr.1
3323,normal,0.100265027,Früchte&Gemüse,142.5786,Supermarkt_Gr.2
3454,niedrig,0.011557563,Milchprodukt,165.3526,Supermarkt_Gr.1
2104,niedrig,0.119157788,Haushaltsartikel,263.791,Supermarkt_Gr.2
244,niedrig,0.077622622,Brote,121.8414,Lebensmittelladen
1236,niedrig,0.041194986,Früchte&Gemüse,39.1164,Supermarkt_Gr.3
3686,normal,0.085135953,Snacks,232.3668,Supermarkt_Gr.1
463,normal,0.106816919,Früchte&Gemüse,114.2492,Lebensmittelladen
1039,niedrig,0.04421348,Alkohol,173.408,Supermarkt_Gr.1
1534,niedrig,0.013745883,Gefrorenes,62.0168,Supermarkt_Gr.3
3551,niedrig,0.094308058,Haushaltsartikel,251.8698,Supermarkt_Gr.1
3149,normal,0.026622757,Dosenware,144.247,Supermarkt_Gr.1
4727,normal,0.014234595,Snacks,190.2872,Supermarkt_Gr.1
5001,normal,0.078526225,Snacks,173.5422,Supermarkt_Gr.1
447,niedrig,0.0249887,Haushaltsartikel,150.3392,Supermarkt_Gr.2
1151,niedrig,0.143712172,Gefrorenes,60.2878,Supermarkt_Gr.2
3084,normal,0.067373081,Brote,258.8988,Supermarkt_Gr.3
2554,niedrig,0.053822086,Früchte&Gemüse,183.8292,Supermarkt_Gr.1
3365,niedrig,0.043011277,Milchprodukt,177.2028,Supermarkt_Gr.2
216,niedrig,0.123557061,Haushaltsartikel,216.6192,Lebensmittelladen
3985,niedrig,0.127968205,Dosenware,209.627,Supermarkt_Gr.2
2187,normal,0.007570599,Milchprodukt,144.6102,Supermarkt_Gr.2
373,normal,0,Dosenware,92.312,Lebensmittelladen
541,niedrig,0.081996785,Backwaren,40.1164,Supermarkt_Gr.1
3169,normal,0.067777778,Backwaren,186.924,Supermarkt_Gr.2
4326,normal,0.080362549,Brote,229.0036,Supermarkt_Gr.1
2221,niedrig,0.013929059,Backwaren,94.1462,Supermarkt_Gr.1
1225,niedrig,0.077169953,Milchprodukt,63.0536,Supermarkt_Gr.1
1438,normal,0,Backwaren,143.3128,Supermarkt_Gr.1
3236,niedrig,0.112681821,Dosenware,119.144,Supermarkt_Gr.2
1041,niedrig,0.10080442,Backwaren,45.4744,Supermarkt_Gr.3
891,niedrig,0.02512588,Gesundheitsartikel,150.4734,Supermarkt_Gr.1
2364,normal,0.122519571,Snacks,93.0436,Supermarkt_Gr.3
2696,normal,0.15021128,Snacks,179.066,Supermarkt_Gr.1
4530,niedrig,0.028357839,Dosenware,163.2894,Supermarkt_Gr.1
2117,niedrig,0.130663423,Haushaltsartikel,175.237,Supermarkt_Gr.1
2049,normal,0.006335942,Backwaren,121.8098,Supermarkt_Gr.1
3216,niedrig,0.032845997,Backwaren,106.7938,Supermarkt_Gr.1
1225,niedrig,0.076735903,Milchprodukt,62.4536,Supermarkt_Gr.1
1378,niedrig,0.01530184,Snacks,154.434,Supermarkt_Gr.1
95,normal,0.029377239,Fleisch,46.1718,Lebensmittelladen
439,niedrig,0.233356571,Snacks,146.576,Lebensmittelladen
1047,niedrig,0.137053947,Dosenware,94.4094,Supermarkt_Gr.2
543,niedrig,0,Snacks,43.4744,Supermarkt_Gr.1
2587,niedrig,0.177236497,Haushaltsartikel,172.3422,Supermarkt_Gr.1
953,niedrig,0.111830282,Gefrorenes,105.4622,Supermarkt_Gr.1
1212,niedrig,0,Backwaren,84.654,Supermarkt_Gr.1
2343,normal,0.008204465,Dosenware,99.8674,Supermarkt_Gr.1
3208,normal,0.02439015,Brote,95.9068,Supermarkt_Gr.3
1691,normal,0.064143995,Gefrorenes,85.9566,Supermarkt_Gr.1
2433,niedrig,0.033275634,Fleisch,173.8738,Supermarkt_Gr.1
2891,normal,0.107662745,Milchprodukt,224.1772,Supermarkt_Gr.1
168,niedrig,0.01115195,Brote,40.6454,Supermarkt_Gr.1
1382,normal,0.013064516,Früchte&Gemüse,115.5834,Supermarkt_Gr.1
2660,normal,0.009954237,Snacks,158.263,Supermarkt_Gr.1
97,niedrig,0.021214364,Gesundheitsartikel,48.2034,Lebensmittelladen
1600,normal,0.067859568,Milchprodukt,60.1562,Supermarkt_Gr.1
1798,niedrig,0.103481775,Backwaren,150.005,Supermarkt_Gr.1
1459,niedrig,0.015358176,Dosenware,92.4146,Supermarkt_Gr.1
352,niedrig,0.293066133,Haushaltsartikel,177.0712,Lebensmittelladen
708,niedrig,0.030981392,Snacks,51.9008,Supermarkt_Gr.1
7742,niedrig,0,Getränke,153.8024,Supermarkt_Gr.3
1186,normal,0.013623294,Früchte&Gemüse,109.3596,Supermarkt_Gr.1
487,normal,0.041098734,Früchte&Gemüse,80.9276,Supermarkt_Gr.2
3226,niedrig,0.01209726,Andere,188.853,Supermarkt_Gr.1
2251,normal,0.034382602,Backwaren,96.5726,Supermarkt_Gr.1
8263,niedrig,0.035406842,Snacks,244.317,Supermarkt_Gr.3
1947,niedrig,0.090374342,Haushaltsartikel,114.3176,Supermarkt_Gr.1
6328,normal,0.074451126,Snacks,264.5568,Supermarkt_Gr.2
2314,niedrig,0.031467128,Backwaren,91.8462,Supermarkt_Gr.1
3356,normal,0.078786674,Milchprodukt,184.824,Supermarkt_Gr.1
1619,niedrig,0.056032247,Backwaren,102.3016,Supermarkt_Gr.1
2463,niedrig,0.058935522,Haushaltsartikel,246.646,Supermarkt_Gr.1
687,normal,0.064577332,Fleisch,230.5352,Lebensmittelladen
3815,niedrig,0.034306962,Früchte&Gemüse,252.3356,Supermarkt_Gr.1
967,normal,0.053586458,Früchte&Gemüse,89.7856,Supermarkt_Gr.3
2025,normal,0.076431919,Fleisch,113.2202,Supermarkt_Gr.2
4120,niedrig,0.039090105,Snacks,148.4418,Supermarkt_Gr.1
197,niedrig,0.031549131,Gesundheitsartikel,99.0384,Lebensmittelladen
2856,niedrig,0.115233813,Gefrorenes,94.4094,Supermarkt_Gr.1
4262,normal,0.159825617,Gefrorenes,195.5478,Supermarkt_Gr.1
2534,niedrig,0.073080167,Haushaltsartikel,228.4668,Supermarkt_Gr.1
2372,niedrig,0.066727717,Gefrorenes,181.6292,Supermarkt_Gr.1
783,niedrig,0.012146608,Früchte&Gemüse,37.9848,Supermarkt_Gr.1
6831,normal,0.022552083,Früchte&Gemüse,226.6036,Supermarkt_Gr.1
2759,normal,0.047036036,Früchte&Gemüse,170.5422,Supermarkt_Gr.1
2220,niedrig,0.087158654,Milchprodukt,95.141,Supermarkt_Gr.1
2107,niedrig,0.027756137,Backwaren,150.4708,Supermarkt_Gr.1
1902,niedrig,0.092589917,Haushaltsartikel,159.5604,Supermarkt_Gr.1
1515,niedrig,0,Haushaltsartikel,117.615,Supermarkt_Gr.1
42,niedrig,0.077427883,Gefrorenes,41.8454,Lebensmittelladen
4306,niedrig,0.121227447,Snacks,197.5452,Supermarkt_Gr.1
3486,normal,0.066284519,Früchte&Gemüse,247.2092,Supermarkt_Gr.1
455,niedrig,0.03549838,Früchte&Gemüse,36.6506,Supermarkt_Gr.2
2892,niedrig,0.072131519,Snacks,120.1098,Supermarkt_Gr.1
2830,niedrig,0,Früchte&Gemüse,216.4166,Supermarkt_Gr.1
2782,niedrig,0.021020616,Gesundheitsartikel,130.7942,Supermarkt_Gr.1
1906,niedrig,0.111902259,Gefrorenes,105.4622,Supermarkt_Gr.1
603,niedrig,0.071548187,Gefrorenes,120.2098,Supermarkt_Gr.2
2509,niedrig,0.071540443,Snacks,210.6612,Supermarkt_Gr.1
265,niedrig,0.121765124,Gesundheitsartikel,264.1884,Lebensmittelladen
3183,niedrig,0.014609738,Früchte&Gemüse,160.4262,Supermarkt_Gr.1
38,normal,0.080697998,Gefrorenes,39.8506,Lebensmittelladen
4326,normal,0.156802171,Milchprodukt,242.1538,Supermarkt_Gr.1
2094,niedrig,0.024144862,Früchte&Gemüse,123.373,Supermarkt_Gr.1
593,normal,0.062297249,Snacks,60.6562,Supermarkt_Gr.2
1145,niedrig,0.052058711,Gefrorenes,55.5588,Supermarkt_Gr.3
320,niedrig,0.031402114,Andere,40.248,Supermarkt_Gr.1
1726,normal,0.113217223,Früchte&Gemüse,191.1504,Supermarkt_Gr.1
3045,niedrig,0,Früchte&Gemüse,177.3002,Supermarkt_Gr.1
1398,niedrig,0,Haushaltsartikel,118.515,Supermarkt_Gr.2
304,niedrig,0.031139933,Milchprodukt,74.8012,Lebensmittelladen
1918,niedrig,0.013363902,Andere,106.128,Supermarkt_Gr.1
3049,niedrig,0.030952737,Früchte&Gemüse,160.1578,Supermarkt_Gr.3
2277,niedrig,0.07136748,Getränke,111.8518,Supermarkt_Gr.2
5896,niedrig,0.058192802,Milchprodukt,246.9802,Supermarkt_Gr.1
4086,normal,0.022976493,Backwaren,240.3538,Supermarkt_Gr.1
969,niedrig,0.111220521,Brote,65.7826,Supermarkt_Gr.1
1619,niedrig,0.037967687,Cerealien,125.6046,Supermarkt_Gr.1
2302,niedrig,0,Gesundheitsartikel,164.5526,Supermarkt_Gr.3
1714,normal,0.032158866,Dosenware,154.8972,Supermarkt_Gr.1
945,normal,0.045068892,Snacks,190.8872,Lebensmittelladen
1896,niedrig,0.033176087,Haushaltsartikel,120.1124,Supermarkt_Gr.1
2759,niedrig,0.018845298,Gesundheitsartikel,96.7384,Supermarkt_Gr.1
1007,normal,0.056375879,Brote,84.6908,Supermarkt_Gr.1
2805,normal,0.161356273,Dosenware,253.1014,Supermarkt_Gr.2
2153,normal,0.034605882,Backwaren,95.9726,Supermarkt_Gr.1
4460,niedrig,0.033942546,Snacks,213.5902,Supermarkt_Gr.1
1606,niedrig,0.025740259,Fleisch,89.4172,Supermarkt_Gr.1
4012,niedrig,0.026938317,Haushaltsartikel,174.1396,Supermarkt_Gr.3
3362,normal,0.033754478,Fleisch,199.0426,Supermarkt_Gr.1
4278,niedrig,0.015375557,Gesundheitsartikel,156.9604,Supermarkt_Gr.3
3264,normal,0.140458316,Fisch&Meeresfrüchte,169.7764,Supermarkt_Gr.1
2661,niedrig,0.046333982,Gesundheitsartikel,97.2384,Supermarkt_Gr.3
908,normal,0,Gefrorenes,82.8592,Supermarkt_Gr.1
1198,niedrig,0.139228412,Dosenware,49.5376,Supermarkt_Gr.1
1834,niedrig,0,Fisch&Meeresfrüchte,109.4596,Supermarkt_Gr.3
756,normal,0,Fleisch,48.1718,Supermarkt_Gr.1
3794,niedrig,0.00799436,Milchprodukt,171.6422,Supermarkt_Gr.1
354,normal,0.121767168,Gefrorenes,118.9466,Supermarkt_Gr.1
1558,normal,0.030083482,Dosenware,61.922,Supermarkt_Gr.1
2553,normal,0.118025091,Backwaren,195.811,Supermarkt_Gr.1
2812,niedrig,0.060649213,Backwaren,232.7616,Supermarkt_Gr.1
1106,niedrig,0.151931742,Frühstücksartikel,101.1358,Supermarkt_Gr.1
1305,niedrig,0.063831013,Alkohol,46.206,Supermarkt_Gr.3
2519,niedrig,0.103091351,Milchprodukt,229.9352,Supermarkt_Gr.1
2818,niedrig,0.052389407,Snacks,120.9072,Supermarkt_Gr.2
2024,niedrig,0.013355306,Andere,105.528,Supermarkt_Gr.1
4208,normal,0.019550858,Milchprodukt,263.791,Supermarkt_Gr.1
2756,niedrig,0.01005532,Fleisch,183.1608,Supermarkt_Gr.1
3168,niedrig,0.034845668,Snacks,242.7828,Supermarkt_Gr.1
1766,normal,0.025162022,Dosenware,145.9418,Supermarkt_Gr.1
4314,niedrig,0.022685222,Früchte&Gemüse,161.592,Supermarkt_Gr.3
529,niedrig,0.162571649,Snacks,107.4622,Supermarkt_Gr.1
4207,normal,0.014825605,Früchte&Gemüse,233.2958,Supermarkt_Gr.1
253,niedrig,0.058034349,Haushaltsartikel,124.802,Lebensmittelladen
3057,niedrig,0.043785694,Alkohol,191.6846,Supermarkt_Gr.1
8413,normal,0.076798609,Getränke,231.8958,Supermarkt_Gr.3
3132,niedrig,0.055241242,Backwaren,196.5452,Supermarkt_Gr.1
2283,niedrig,0.061102235,Haushaltsartikel,253.2698,Supermarkt_Gr.1
5896,niedrig,0.039517121,Gefrorenes,243.6802,Supermarkt_Gr.1
515,niedrig,0.029565309,Haushaltsartikel,256.4646,Supermarkt_Gr.2
3376,normal,0.128283243,Backwaren,226.1404,Supermarkt_Gr.1
3559,normal,0.012332667,Snacks,130.0284,Supermarkt_Gr.1
1670,normal,0.065195229,Früchte&Gemüse,88.9856,Supermarkt_Gr.1
585,niedrig,0.108253944,Früchte&Gemüse,194.8794,Lebensmittelladen
2784,niedrig,0.121178848,Haushaltsartikel,165.1868,Supermarkt_Gr.1
306,niedrig,0,Milchprodukt,151.934,Supermarkt_Gr.1
2549,niedrig,0.09698132,Gesundheitsartikel,116.3492,Supermarkt_Gr.1
2061,niedrig,0.064351908,Snacks,259.4646,Supermarkt_Gr.1
5476,niedrig,0.079419801,Haushaltsartikel,172.3106,Supermarkt_Gr.3
3332,normal,0.072301795,Dosenware,185.6924,Supermarkt_Gr.1
3467,niedrig,0.021719387,Brote,163.1184,Supermarkt_Gr.1
3003,niedrig,0.021420031,Frühstücksartikel,232.0326,Supermarkt_Gr.1
258,niedrig,0.290430317,Früchte&Gemüse,130.6652,Lebensmittelladen
4334,niedrig,0.018571641,Dosenware,187.3214,Supermarkt_Gr.1
1149,niedrig,0,Früchte&Gemüse,45.2402,Supermarkt_Gr.2
2445,niedrig,0.020952705,Alkohol,143.5128,Supermarkt_Gr.1
663,niedrig,0.102371638,Haushaltsartikel,221.2456,Lebensmittelladen
4488,niedrig,0.034278798,Haushaltsartikel,214.1218,Supermarkt_Gr.1
1382,niedrig,0,Snacks,115.1834,Supermarkt_Gr.1
4432,niedrig,0.038377013,Früchte&Gemüse,211.5586,Supermarkt_Gr.3
3795,niedrig,0.025325897,Gesundheitsartikel,150.9024,Supermarkt_Gr.1
815,normal,0.020898691,Dosenware,92.2488,Supermarkt_Gr.1
454,normal,0.105881129,Früchte&Gemüse,42.0796,Supermarkt_Gr.1
489,niedrig,0.112906337,Getränke,243.5486,Lebensmittelladen
3237,normal,0.055216312,Dosenware,125.5046,Supermarkt_Gr.1
1060,niedrig,0.125210375,Dosenware,266.8884,Supermarkt_Gr.1
4200,niedrig,0.058185842,Haushaltsartikel,220.8456,Supermarkt_Gr.3
1885,niedrig,0.098814721,Fleisch,100.5042,Supermarkt_Gr.2
3523,normal,0.022058724,Fleisch,196.8452,Supermarkt_Gr.1
2105,normal,0.100091576,Früchte&Gemüse,125.5388,Supermarkt_Gr.1
1875,niedrig,0.075876602,Alkohol,235.9616,Supermarkt_Gr.1
2629,niedrig,0.037841362,Snacks,125.2704,Supermarkt_Gr.2
3441,niedrig,0.081943273,Gefrorenes,214.5534,Supermarkt_Gr.1
1687,niedrig,0.016645164,Gefrorenes,120.9098,Supermarkt_Gr.1
2064,normal,0.018061324,Fleisch,102.599,Supermarkt_Gr.1
92,normal,0.028062401,Brote,44.0402,Lebensmittelladen
1618,niedrig,0.091857904,Haushaltsartikel,160.7894,Supermarkt_Gr.2
4538,niedrig,0.036109413,Früchte&Gemüse,140.6154,Supermarkt_Gr.3
2324,niedrig,0.108633372,Früchte&Gemüse,233.8642,Supermarkt_Gr.2
4483,niedrig,0.03324652,Snacks,172.4422,Supermarkt_Gr.1
419,niedrig,0.016720132,Fleisch,139.918,Supermarkt_Gr.1
4434,niedrig,0.055433377,Milchprodukt,221.1114,Supermarkt_Gr.1
1965,niedrig,0.084966021,Snacks,111.1912,Supermarkt_Gr.1
2109,normal,0.074135053,Snacks,264.0568,Supermarkt_Gr.1
2290,niedrig,0.091745951,Snacks,229.0352,Supermarkt_Gr.1
3176,niedrig,0.056685383,Früchte&Gemüse,178.437,Supermarkt_Gr.3
2377,normal,0.00552947,Früchte&Gemüse,169.279,Supermarkt_Gr.1
5683,niedrig,0.013664703,Gefrorenes,257.7304,Supermarkt_Gr.1
1545,niedrig,0.087310672,Milchprodukt,95.541,Supermarkt_Gr.1
2165,niedrig,0.022639195,Früchte&Gemüse,179.7318,Supermarkt_Gr.1
3013,niedrig,0.016531033,Gefrorenes,122.4098,Supermarkt_Gr.3
1547,normal,0.076873991,Gefrorenes,109.9228,Supermarkt_Gr.2
1126,niedrig,0.035863436,Fleisch,58.3562,Supermarkt_Gr.3
1529,niedrig,0.111301625,Andere,107.5912,Supermarkt_Gr.1
859,niedrig,0.015193323,Haushaltsartikel,143.347,Supermarkt_Gr.1
3999,normal,0.046408928,Dosenware,153.2998,Supermarkt_Gr.3
280,niedrig,0,Früchte&Gemüse,57.1272,Supermarkt_Gr.1
903,niedrig,0.07494003,Milchprodukt,75.0354,Supermarkt_Gr.1
4027,niedrig,0.065119701,Getränke,145.7128,Supermarkt_Gr.3
2411,niedrig,0,Gefrorenes,143.1154,Supermarkt_Gr.1
2099,normal,0.090456903,Snacks,131.2626,Supermarkt_Gr.1
509,niedrig,0.093071679,Gesundheitsartikel,103.8674,Supermarkt_Gr.1
2492,normal,0.048292189,Backwaren,133.1626,Supermarkt_Gr.3
1161,niedrig,0.029902679,Getränke,144.3444,Supermarkt_Gr.2
6292,normal,0.056547986,Frühstücksartikel,232.73,Supermarkt_Gr.2
3036,niedrig,0.034726222,Haushaltsartikel,125.602,Supermarkt_Gr.1
2876,niedrig,0.088908547,Haushaltsartikel,192.8504,Supermarkt_Gr.1
103,normal,0.044024163,Früchte&Gemüse,102.0332,Lebensmittelladen
2079,niedrig,0.020568574,Snacks,150.4734,Supermarkt_Gr.1
3266,niedrig,0.020564685,Snacks,148.2734,Supermarkt_Gr.1
671,normal,0.058226609,Gefrorenes,85.2908,Supermarkt_Gr.1
3147,normal,0.072155462,Dosenware,183.3924,Supermarkt_Gr.1
3251,niedrig,0.027253711,Haushaltsartikel,170.9106,Supermarkt_Gr.1
3585,normal,0.144604071,Milchprodukt,240.8222,Supermarkt_Gr.2
405,normal,0.193477995,Früchte&Gemüse,55.9246,Lebensmittelladen
1923,niedrig,0.056945936,Snacks,214.6218,Supermarkt_Gr.1
2852,niedrig,0.031288338,Fisch&Meeresfrüchte,159.5604,Supermarkt_Gr.1
4380,normal,0.078400465,Früchte&Gemüse,259.0646,Supermarkt_Gr.1
3935,normal,0.038976089,Früchte&Gemüse,264.2252,Supermarkt_Gr.1
5313,normal,0.058918844,Früchte&Gemüse,191.653,Supermarkt_Gr.1
722,niedrig,0.031176157,Früchte&Gemüse,103.099,Supermarkt_Gr.2
1607,niedrig,0.061159246,Getränke,92.5436,Supermarkt_Gr.1
1438,normal,0,Snacks,78.396,Supermarkt_Gr.1
722,niedrig,0.052550476,Snacks,101.299,Supermarkt_Gr.1
114,niedrig,0.124448295,Getränke,112.0518,Lebensmittelladen
1044,niedrig,0.010808272,Alkohol,150.5392,Supermarkt_Gr.2
336,normal,0.010963269,Fleisch,110.9544,Supermarkt_Gr.2
4029,niedrig,0,Snacks,119.8124,Supermarkt_Gr.1
857,normal,0.075035902,Brote,78.7986,Supermarkt_Gr.2
1641,niedrig,0.024882614,Haushaltsartikel,149.4392,Supermarkt_Gr.1
3925,niedrig,0.022878953,Gefrorenes,262.3594,Supermarkt_Gr.1
3691,niedrig,0.166572501,Haushaltsartikel,176.1712,Supermarkt_Gr.3
2056,niedrig,0.055081623,Früchte&Gemüse,128.89940000000001,Supermarkt_Gr.1
2060,normal,0.025920816,Snacks,81.2302,Supermarkt_Gr.1
803,niedrig,0.029500321,Haushaltsartikel,46.2086,Supermarkt_Gr.3
2940,normal,0.137645467,Fleisch,185.2608,Supermarkt_Gr.1
4302,niedrig,0,Snacks,240.6222,Supermarkt_Gr.3
498,niedrig,0.026818196,Milchprodukt,248.9092,Lebensmittelladen
2220,niedrig,0.030102335,Dosenware,74.767,Supermarkt_Gr.1
2354,niedrig,0.043740308,Früchte&Gemüse,145.3418,Supermarkt_Gr.2
2915,niedrig,0.069653585,Gesundheitsartikel,266.2884,Supermarkt_Gr.1
2246,niedrig,0.01785932,Gefrorenes,160.6578,Supermarkt_Gr.2
2752,niedrig,0.017755213,Gesundheitsartikel,211.7244,Supermarkt_Gr.1
336,normal,0.161875063,Backwaren,35.6848,Supermarkt_Gr.1
2792,niedrig,0.128181759,Brote,156.1314,Supermarkt_Gr.1
1033,niedrig,0.121250374,Dosenware,92.7778,Supermarkt_Gr.1
1212,niedrig,0.014921093,Cerealien,173.908,Supermarkt_Gr.2
5635,niedrig,0.040434372,Haushaltsartikel,244.3144,Supermarkt_Gr.1
1698,normal,0.031508924,Dosenware,98.77,Supermarkt_Gr.1
1019,niedrig,0.079094835,Getränke,114.386,Supermarkt_Gr.1
1750,niedrig,0.175793413,Getränke,146.9102,Supermarkt_Gr.2
10257,normal,0.019495051,Milchprodukt,261.291,Supermarkt_Gr.1
1830,normal,0.063313974,Frühstücksartikel,153.7682,Supermarkt_Gr.1
1182,niedrig,0.0674819,Snacks,234.859,Supermarkt_Gr.2
6608,niedrig,0.070026951,Milchprodukt,263.6226,Supermarkt_Gr.1
2828,normal,0.023496967,Snacks,156.1288,Supermarkt_Gr.1
1566,niedrig,0,Gesundheitsartikel,98.9726,Supermarkt_Gr.2
831,niedrig,0.073559521,Fisch&Meeresfrüchte,33.9216,Supermarkt_Gr.1
1007,niedrig,0.07626905,Backwaren,113.1544,Supermarkt_Gr.2
4570,normal,0.039925235,Früchte&Gemüse,189.2188,Supermarkt_Gr.1
398,normal,0.093883945,Dosenware,200.4742,Lebensmittelladen
1413,normal,0.03773288,Snacks,128.2994,Supermarkt_Gr.1
5727,normal,0.066400129,Früchte&Gemüse,250.1092,Supermarkt_Gr.1
3440,normal,0.039920687,Getränke,163.3868,Supermarkt_Gr.1
4987,niedrig,0.022351808,Fleisch,143.7812,Supermarkt_Gr.3
2290,niedrig,0.120180894,Andere,141.447,Supermarkt_Gr.1
1794,niedrig,0.015900971,Snacks,163.821,Supermarkt_Gr.1
4674,normal,0.172759093,Snacks,157.0972,Supermarkt_Gr.1
735,niedrig,0.077454252,Gesundheitsartikel,59.2536,Supermarkt_Gr.1
94,niedrig,0.039255412,Früchte&Gemüse,94.4778,Lebensmittelladen
5267,normal,0.072252888,Milchprodukt,196.5794,Supermarkt_Gr.1
729,normal,0.016664252,Früchte&Gemüse,47.9034,Supermarkt_Gr.2
127,normal,0.086187886,Gefrorenes,125.4678,Lebensmittelladen
1288,niedrig,0.109784056,Gefrorenes,256.0646,Lebensmittelladen
3589,niedrig,0,Haushaltsartikel,164.721,Supermarkt_Gr.2
4854,normal,0,Snacks,178.166,Supermarkt_Gr.1
6705,normal,0.029023048,Dosenware,177.837,Supermarkt_Gr.3
2087,normal,0.183142346,Milchprodukt,110.357,Supermarkt_Gr.1
6595,normal,0,Snacks,170.6132,Supermarkt_Gr.1
779,niedrig,0.153857402,Dosenware,76.3986,Supermarkt_Gr.1
2524,niedrig,0.081290366,Früchte&Gemüse,147.3734,Supermarkt_Gr.1
3176,niedrig,0.066935459,Snacks,177.537,Supermarkt_Gr.1
342,niedrig,0.055514919,Haushaltsartikel,112.5518,Supermarkt_Gr.1
249,normal,0.050657232,Brote,249.9092,Lebensmittelladen
4579,niedrig,0.098108957,Gesundheitsartikel,240.9196,Supermarkt_Gr.2
2327,niedrig,0.128405328,Brote,156.4314,Supermarkt_Gr.1
3515,niedrig,0.025477448,Gesundheitsartikel,145.276,Supermarkt_Gr.1
377,niedrig,0.040969757,Gesundheitsartikel,188.7214,Lebensmittelladen
47,niedrig,0.040550868,Milchprodukt,45.5718,Lebensmittelladen
164,niedrig,0.175545889,Snacks,163.6868,Lebensmittelladen
743,normal,0.099344826,Milchprodukt,63.6194,Supermarkt_Gr.1
